05/17/2013, DISORDERLY CONDUCT, 05/17/2013, 01:02, Location, Closed by Arrest, 0213001276-OF
12/16/2013, THEFT-SHOPLIFTING, 12/16/2013, 13:22, 13 BROADWAY ST, Closed by Arrest, 0113059538-OF
12/16/2013, HARASSMENT, 12/16/2013, 15:24, 1 PROSPECT ST, Closed, 0213003301-OF
12/17/2013, THEFT UNIVERSITY ACADEMIC BUILDING, 12/16/2013, 17:00, 246 CHURCH ST, Closed, 0213003306-OF
12/17/2013, DISPUTE-NO DISTURBANCE, 12/17/2013, 09:48, 180 YORK ST, Closed, 0213003308-OF
12/17/2013, THEFT-GREATER-UNIVERSITY ACADEMIC BUILDING, 12/16/2013, 17:50, 330 CEDAR ST, Closed, 0213003307-OF
12/17/2013, BREACH OF PEACE, 12/17/2013, 23:02, 70 TOWER PKY, Closed, 0213003315-OF
12/18/2013, DRIVING WHILE INTOXICATED-ALCOHOL, 12/18/2013, 00:31, CROWN ST, Closed by Arrest, 0113059747-OF
12/18/2013, THEFT-GREATER-ATTEMPTED, 12/18/2013, 09:07, 344 WINCHESTER AVE, Closed, 0213003317-OF
12/18/2013, THEFT UNIVERSITY ACADEMIC BUILDING, 12/16/2013, 17:00, 63 HIGH ST, Open, 0213003320-OF
12/19/2013, THEFT OF CHECKS OR NEGOTIABLE INSTRUMENTS, 12/19/2013, 09:25, 189 ELM ST, Open, 0213003328-OF
12/20/2013, THEFT GREATER SHOPLIFTING, 12/20/2013, 12:49, 13 BROADWAY ST, Closed, 0113060133-OF
12/21/2013, THEFT-GREATER-BICYCLES, 12/06/2013, 13:00, 304 YORK ST, Open, 0213003311-OF
12/21/2013, CRIMINAL MISCHIEF-PRIVATE PROPERTY, 12/21/2013, 17:17, 344 COLLEGE ST, Closed, 0213003336-OF
12/21/2013, WANTED PERSON OTHER TOWN, 12/21/2013, 18:13, 99 WHALLEY AVE, Closed by Arrest, 0113060426-OF
12/24/2013, DRIVING WHILE INTOXICATED-ALCOHOL, 12/23/2013, 23:14, CONGRESS AVE, Closed by Arrest, 0113060791-OF
12/24/2013, WARRANT SERVICE, 12/24/2013, 05:56, 495 CONGRESS AVE, Closed by Arrest, 0113046231-OF
12/24/2013, OTHER INVESTIGATION, 11/26/2013, 12:39, 2 HILLHOUSE AVE, Open, 0213003260-OF
12/25/2013, BREACH OF PEACE, 12/21/2013, 21:16, 1022 CHAPEL ST, Closed by Arrest, 0113060459-OF
12/26/2013, DISPUTE-NO DISTURBANCE, 12/26/2013, 16:01, 270 YORK ST, Closed, 0113061064-OF
12/27/2013, DISORDERLY CONDUCT, 12/22/2013, 12:14, 291 MANSFIELD ST, Open, 0213003356-OF
12/27/2013, FORCIBLE, 12/27/2013, 14:38, 168 PARK ST, Closed by Arrest, 0113061234-OF
12/27/2013, CRIMINAL TRESPASS, 12/27/2013, 12:27, 217 PROSPECT ST, Closed by Arrest, 0213003357-OF
12/27/2013, SEX ASSAULT-FORCIBLE, 04/15/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-22-OF
12/27/2013, THEFT OF AUTO, 12/27/2013, 17:21, 309 CONGRESS AVE, Open, 0213003360-OF
12/28/2013, BREACH OF PEACE, 12/28/2013, 00:21, 302 YORK ST, Closed, 0213003362-OF
12/28/2013, POSSESSION OF ALCOHOL BY A MINOR, 12/28/2013, 01:19, 20 TOWER PKWY, Closed, 0213003363-OF
12/28/2013, POSSESSION OF ALCOHOL BY A MINOR, 12/28/2013, 01:20, 20 TOWER PKWY, Closed by Arrest, 0213003364-OF
12/30/2013, BURGLARY-ATTEMPT, 12/26/2013, 17:30, 2 CHURCH S ST, Open, 0113061730-OF
12/30/2013, THREATENING, 05/01/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-23-OF
12/30/2013, SEXUAL CONTACT FORCIBLE OR WITHOUT CONSENT, 03/15/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-24-OF
12/30/2013, SEX ASSAULT-FORCIBLE, 11/01/2010, 00:01, RESIDENTIAL BUILDING, Closed, 13-25-OF
12/30/2013, SEX ASSAULT-FORCIBLE, 01/01/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-26-OF
12/30/2013, SEX ASSAULT-FORCIBLE, 05/01/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-27-OF
12/30/2013, SEX ASSAULT-FORCIBLE, 09/21/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-28-OF
12/30/2013, SEX ASSAULT-FORCIBLE, 09/01/2012, 00:01, CAMPUS RESIDENTIAL BLDG, Closed, 13-29-OF
